Review ID,Month,Property ID,Property Address,Borough,Neighborhood,Asset Type,Property Manager,Finding Owner,Review Type,Issue Category,Severity,Status,Finding Description,Recommendation,Recommended Follow-Up Priority
REV-0001689,2025-10-01,PROP-0099,30 RUTGERS STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Riley Chen,Drew Thompson,Monthly Financial Review,Expense over budget,High,In Review,Expense over budget detected for 2025-10-01. Expense variance 12.9%; income variance -13.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",High priority follow-up
REV-0002126,2025-10-01,PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Multifamily Condo,Samira Khan,Avery Johnson,Operations/SLA Review,Overdue work order,High,In Review,High priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",High priority follow-up
REV-0001388,2025-10-01,PROP-0029,3435 GUIDER AVENUE,Brooklyn,SHEEPSHEAD BAY,Multifamily Condo,Samira Khan,Morgan Patel,Monthly Financial Review,Income below budget,High,In Review,Income below budget detected for 2025-10-01. Expense variance 1.8%; income variance -14.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",High priority follow-up
REV-0001578,2025-10-01,PROP-0043,376 WALLABOUT STREET,Brooklyn,WILLIAMSBURG-CENTRAL,Mixed-Use Condo,Taylor Morgan,Casey Rivera,Monthly Financial Review,Income below budget,High,In Review,Income below budget detected for 2025-10-01. Expense variance -0.7%; income variance -14.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",High priority follow-up
REV-0001949,2025-10-01,PROP-0048,220 WEST 148 STREET,Manhattan,HARLEM-CENTRAL,Multifamily Condo,Taylor Morgan,Taylor Morgan,Operations/SLA Review,Overdue work order,High,Open,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0002162,2025-10-01,PROP-0054,35 WEST END AVENUE,Brooklyn,MANHATTAN BEACH,Multifamily Condo,Taylor Morgan,Nadia Williams,Operations/SLA Review,Overdue work order,High,Open,Critical priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0000275,2025-09-01,PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Avery Johnson,Riley Chen,Vendor Invoice Review,Missing GL code,High,Open,Invoice INV-0049-09-03010 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0001251,2025-09-01,PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Avery Johnson,Morgan Patel,Monthly Financial Review,Expense over budget,High,Open,Expense over budget detected for 2025-09-01. Expense variance 21.2%; income variance -5.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0000098,2025-09-01,PROP-0072,700 RIVERSIDE DRIVE,Manhattan,HARLEM-UPPER,Multifamily Condo,Avery Johnson,Morgan Patel,Vendor Invoice Review,Missing GL code,High,In Review,Invoice INV-0072-09-04399 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0000837,2025-09-01,PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Residential Condo,Avery Johnson,Drew Thompson,Vendor Invoice Review,Late payment,High,Open,Invoice INV-0135-09-08167 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0001876,2025-09-01,PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Residential Condo,Avery Johnson,Cameron Brooks,Operations/SLA Review,Overdue work order,High,Open,Critical priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0001356,2025-09-01,PROP-0010,72 BERRY STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Cameron Brooks,Riley Chen,Monthly Financial Review,Expense over budget,High,Open,Expense over budget detected for 2025-09-01. Expense variance 23.7%; income variance -12.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0000996,2025-09-01,PROP-0067,401 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Residential Condo,Cameron Brooks,Jordan Lee,Vendor Invoice Review,Late payment,High,In Review,Invoice INV-0067-09-04104 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0001043,2025-09-01,PROP-0106,467 CENTRAL PARK WEST,Manhattan,MANHATTAN VALLEY,Multifamily Condo,Cameron Brooks,Avery Johnson,Vendor Invoice Review,Late payment,High,Open,Invoice INV-0106-09-06439 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0000097,2025-09-01,PROP-0138,63-36 99 STREET,Queens,REGO PARK,Multifamily Condo,Cameron Brooks,Riley Chen,Vendor Invoice Review,Late payment,High,Open,Invoice INV-0138-09-08357 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0000549,2025-09-01,PROP-0042,205 BLEECKER STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Multifamily Condo,Casey Rivera,Samira Khan,Vendor Invoice Review,Approval status: Pending,High,Open,Invoice INV-0042-09-02557 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0001674,2025-09-01,PROP-0116,1835 EAST 14 STREET,Brooklyn,MADISON,Multifamily Condo,Casey Rivera,Samira Khan,Monthly Financial Review,Income below budget,High,Open,Income below budget detected for 2025-09-01. Expense variance 4.2%; income variance -16.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0000077,2025-09-01,PROP-0164,519 WEST 135 STREET,Manhattan,HARLEM-WEST,Multifamily Condo,Casey Rivera,Casey Rivera,Vendor Invoice Review,Potential duplicate invoice; Missing GL code,High,In Review,"Invoice INV-0164-07-09887 requires review: Potential duplicate invoice, Missing GL code.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0000443,2025-09-01,PROP-0164,519 WEST 135 STREET,Manhattan,HARLEM-WEST,Multifamily Condo,Casey Rivera,Casey Rivera,Vendor Invoice Review,Late payment; Approval status: Pending,High,Open,"Invoice INV-0164-09-09898 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0000603,2025-09-01,PROP-0062,380 NEPTUNE AVENUE,Brooklyn,BRIGHTON BEACH,Residential Condo,Drew Thompson,Nadia Williams,Vendor Invoice Review,Approval status: Pending,High,In Review,Invoice INV-0062-09-03797 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0001597,2025-09-01,PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Jordan Lee,Jordan Lee,Monthly Financial Review,Income below budget,High,Open,Income below budget detected for 2025-09-01. Expense variance 6.6%; income variance -14.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0002035,2025-09-01,PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Nadia Williams,Cameron Brooks,Operations/SLA Review,Overdue work order,High,Open,Critical priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0000543,2025-09-01,PROP-0041,601 WEST 41 STREET,Manhattan,CLINTON,Multifamily Condo,Nadia Williams,Taylor Morgan,Vendor Invoice Review,Late payment,High,In Review,Invoice INV-0041-09-02489 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0001652,2025-09-01,PROP-0041,601 WEST 41 STREET,Manhattan,CLINTON,Multifamily Condo,Nadia Williams,Jordan Lee,Monthly Financial Review,Income below budget,High,Open,Income below budget detected for 2025-09-01. Expense variance 2.2%; income variance -12.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0001735,2025-09-01,PROP-0146,2300 FREDERICK DOUGLASS BLVD.,Manhattan,HARLEM-CENTRAL,Retail-Adjacent Condo,Nadia Williams,Samira Khan,Operations/SLA Review,Overdue work order,High,Open,High priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0001722,2025-09-01,PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Residential Condo,Riley Chen,Jordan Lee,Operations/SLA Review,Overdue work order,High,Open,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0001124,2025-09-01,PROP-0046,755 KENT AVENUE,Brooklyn,WILLIAMSBURG-CENTRAL,Mixed-Use Condo,Riley Chen,Jordan Lee,Vendor Invoice Review,Approval status: Pending,High,Open,Invoice INV-0046-09-02819 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0001425,2025-09-01,PROP-0052,150 EAST 37 STREET,Manhattan,MURRAY HILL,Mixed-Use Condo,Riley Chen,Taylor Morgan,Monthly Financial Review,Expense over budget,High,In Review,Expense over budget detected for 2025-09-01. Expense variance 16.1%; income variance -13.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",High priority follow-up
REV-0001774,2025-09-01,PROP-0052,150 EAST 37 STREET,Manhattan,MURRAY HILL,Mixed-Use Condo,Riley Chen,Jordan Lee,Operations/SLA Review,Overdue work order,High,In Review,Critical priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",High priority follow-up
REV-0000039,2025-09-01,PROP-0099,30 RUTGERS STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Riley Chen,Nadia Williams,Vendor Invoice Review,Approval status: Pending,High,Open,Invoice INV-0099-09-06025 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0001921,2025-09-01,PROP-0169,885 AVENUE OF THE AMERICA,Manhattan,FASHION,Multifamily Condo,Samira Khan,Jordan Lee,Operations/SLA Review,Overdue work order,High,Open,High priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0002003,2025-09-01,PROP-0007,51 EAST 131 STREET,Manhattan,HARLEM-CENTRAL,Residential Condo,Taylor Morgan,Taylor Morgan,Operations/SLA Review,Overdue work order,High,In Review,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",High priority follow-up
REV-0000137,2025-09-01,PROP-0054,35 WEST END AVENUE,Brooklyn,MANHATTAN BEACH,Multifamily Condo,Taylor Morgan,Drew Thompson,Vendor Invoice Review,Late payment,High,Open,Invoice INV-0054-09-03303 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Immediate action
REV-0001648,2025-09-01,PROP-0068,42-83 HUNTER STREET,Queens,LONG ISLAND CITY,Retail-Adjacent Condo,Taylor Morgan,Riley Chen,Monthly Financial Review,Income below budget,High,Open,Income below budget detected for 2025-09-01. Expense variance 3.4%; income variance -13.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0001395,2025-09-01,PROP-0105,40-40 75 STREET,Queens,ELMHURST,Mixed-Use Condo,Taylor Morgan,Samira Khan,Monthly Financial Review,Income below budget,High,Open,Income below budget detected for 2025-09-01. Expense variance 5.1%; income variance -17.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Immediate action
REV-0001716,2025-09-01,PROP-0140,80 RICHMOND HILL ROAD,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Taylor Morgan,Samira Khan,Operations/SLA Review,Overdue work order,High,Open,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0000708,2025-08-01,PROP-0044,1019 SOUTHERN BOULEVARD,Bronx,MORRISANIA/LONGWOOD,Multifamily Condo,Avery Johnson,Taylor Morgan,Vendor Invoice Review,Late payment,High,In Review,Invoice INV-0044-08-02681 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0002054,2025-08-01,PROP-0072,700 RIVERSIDE DRIVE,Manhattan,HARLEM-UPPER,Multifamily Condo,Avery Johnson,Drew Thompson,Operations/SLA Review,Overdue work order,High,In Review,Critical priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",High priority follow-up
REV-0001890,2025-08-01,PROP-0084,886 WESTCHESTER AVENUE,Bronx,MORRISANIA/LONGWOOD,Multifamily Condo,Avery Johnson,Cameron Brooks,Operations/SLA Review,Overdue work order,High,Open,Critical priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Immediate action
REV-0000395,2025-08-01,PROP-0094,546 55 STREET,Brooklyn,SUNSET PARK,Residential Condo,Avery Johnson,Samira Khan,Vendor Invoice Review,Approval status: Pending,High,In Review,Invoice INV-0094-08-05728 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",High priority follow-up
REV-0001824,2025-08-01,PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Residential Condo,Avery Johnson,Casey Rivera,Operations/SLA Review,Overdue work order,High,In Review,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",High priority follow-up
