review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0000117,PROP-0002,2025-12-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0002-12-00119 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000118,PROP-0048,2025-11-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0048-11-02957 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000119,PROP-0127,2025-04-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0127-04-07663 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000120,PROP-0048,2025-07-01,Vendor Invoice Review,Late payment; Approval status: Pending,Low,"Invoice INV-0048-07-02933 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000121,PROP-0061,2025-10-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0061-10-03729 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000122,PROP-0167,2025-08-01,Vendor Invoice Review,Late payment,High,Invoice INV-0167-08-10080 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000123,PROP-0068,2025-01-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0068-01-04129 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Taylor Morgan,True
REV-0000124,PROP-0112,2025-06-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0112-06-06791 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000125,PROP-0100,2025-06-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0100-06-06076 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Cameron Brooks,True
REV-0000126,PROP-0159,2025-08-01,Vendor Invoice Review,Late payment,High,Invoice INV-0159-08-09602 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Cameron Brooks,True
REV-0000127,PROP-0114,2025-10-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0114-10-06931 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000128,PROP-0114,2025-05-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0114-05-06916 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000129,PROP-0173,2025-05-01,Vendor Invoice Review,Missing GL code; Approval status: Pending,Medium,"Invoice INV-0173-05-10425 requires review: Missing GL code, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Morgan Patel,True
REV-0000130,PROP-0146,2025-12-01,Vendor Invoice Review,Late payment; Missing GL code,Medium,"Invoice INV-0146-12-08850 requires review: Late payment, Missing GL code, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000131,PROP-0007,2025-12-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0007-12-00451 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Morgan Patel,True
REV-0000132,PROP-0139,2025-02-01,Vendor Invoice Review,Late payment,High,Invoice INV-0139-02-08390 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Riley Chen,True
REV-0000133,PROP-0042,2025-09-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0042-09-02555 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000134,PROP-0130,2025-01-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0130-01-07825 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Avery Johnson,True
REV-0000135,PROP-0070,2025-07-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0070-07-04278 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Cameron Brooks,True
REV-0000136,PROP-0142,2025-12-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0142-12-08615 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000137,PROP-0054,2025-09-01,Vendor Invoice Review,Late payment,High,Invoice INV-0054-09-03303 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Drew Thompson,True
REV-0000138,PROP-0079,2025-10-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0079-10-04834 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000139,PROP-0135,2025-02-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0135-02-08133 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000140,PROP-0092,2025-07-01,Vendor Invoice Review,Late payment,High,Invoice INV-0092-07-05599 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000141,PROP-0054,2025-07-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0054-07-03288 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000142,PROP-0126,2025-07-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0126-07-07625 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Taylor Morgan,True
REV-0000143,PROP-0025,2025-07-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0025-07-01552 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Cameron Brooks,True
REV-0000144,PROP-0017,2025-06-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0017-06-01052 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000145,PROP-0101,2025-05-01,Vendor Invoice Review,Late payment,High,Invoice INV-0101-05-06119 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000146,PROP-0165,2025-07-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0165-07-09959 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000147,PROP-0099,2025-07-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0099-07-06016 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Morgan Patel,True
REV-0000148,PROP-0041,2025-05-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0041-05-02470 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000149,PROP-0038,2025-04-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0038-04-02277 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Casey Rivera,True
REV-0000150,PROP-0010,2025-11-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0010-11-00634 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Drew Thompson,True
REV-0000151,PROP-0123,2025-04-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0123-04-07429 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000152,PROP-0025,2025-03-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0025-03-01533 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000153,PROP-0150,2025-10-01,Vendor Invoice Review,Late payment; Approval status: Pending,Low,"Invoice INV-0150-10-09078 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000154,PROP-0024,2025-07-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0024-07-01489 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Drew Thompson,True
REV-0000155,PROP-0116,2025-07-01,Vendor Invoice Review,Potential duplicate invoice,High,Invoice INV-0115-12-07002 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000156,PROP-0111,2025-07-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0111-07-06733 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000157,PROP-0165,2025-01-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0165-01-09919 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
